Dataset	Detector	GPS	dopplerX	dopplerY	dopplerZ	R1598	R1599	R1600	R1601	R1602	I1598	I1599	I1600	I1601	I1602	P1598	P1599	P1600	P1601	P1602
H1_395_415	LHO	857009074	-3.16867e-05	-8.71704e-05	-3.79214e-05	-1.01091e-23	-8.65261e-25	1.80635e-23	-1.72655e-24	-3.09036e-23	1.42354e-23	-2.66223e-23	2.38733e-23	4.38896e-24	-3.54414e-23	3.04841e-46	7.09496e-46	8.96225e-46	2.22439e-47	2.21112e-45
H1_395_415	LHO	857009076	-3.16867e-05	-8.71706e-05	-3.79214e-05	-4.85908e-23	3.89257e-23	-2.76343e-23	6.26098e-24	7.4128e-24	-3.85203e-23	3.05727e-23	2.91441e-23	-4.08905e-23	1.04779e-23	3.84488e-45	2.4499e-45	1.61303e-45	1.71123e-45	1.64736e-46
H1_395_415	LHO	857009078	-3.16867e-05	-8.71707e-05	-3.79214e-05	4.2588e-23	-1.62933e-23	-4.01029e-23	4.80462e-23	-3.00866e-23	7.2633e-23	-6.69315e-23	5.475e-23	-2.01095e-23	5.2144e-24	7.08929e-45	4.74529e-45	4.60581e-45	2.71283e-45	9.32396e-46
H1_395_415	LHO	857009080	-3.16867e-05	-8.71709e-05	-3.79214e-05	2.49685e-23	-1.68317e-23	-1.44364e-23	1.53763e-23	7.27617e-24	6.89378e-24	3.5195e-24	-3.19174e-23	1.58275e-23	-1.45242e-23	6.70952e-46	2.95695e-46	1.22713e-45	4.8694e-46	2.63895e-46
H1_395_415	LHO	857009082	-3.16867e-05	-8.7171e-05	-3.79214e-05	-4.20766e-25	1.15371e-24	8.8354e-24	-2.85557e-23	3.21003e-23	4.65064e-23	-1.81368e-24	-5.47382e-23	5.64155e-23	-3.53807e-23	2.16303e-45	4.62047e-48	3.07433e-45	3.99814e-45	2.28222e-45
H1_395_415	LHO	857009084	-3.16867e-05	-8.71712e-05	-3.79214e-05	-3.07455e-23	1.15813e-23	3.16904e-23	-5.64464e-23	3.66861e-23	1.57508e-23	-1.49405e-23	-2.40116e-24	1.95601e-23	-3.70484e-23	1.19337e-45	3.57344e-46	1.01005e-45	3.56879e-45	2.71846e-45
H1_395_415	LHO	857009086	-3.16867e-05	-8.71714e-05	-3.79214e-05	4.78192e-24	-1.03823e-23	-3.40975e-24	1.89327e-23	6.31589e-24	4.20439e-23	2.40747e-24	-1.05847e-23	1.97052e-23	-4.01992e-23	1.79056e-45	1.13589e-46	1.23662e-46	7.46742e-46	1.65587e-45
H1_395_415	LHO	857009088	-3.16867e-05	-8.71715e-05	-3.79214e-05	3.8337e-23	-1.42265e-23	2.12847e-23	-3.96188e-23	5.16897e-23	-1.09139e-23	5.84468e-24	-1.13643e-23	3.2987e-24	1.814e-23	1.58884e-45	2.36553e-46	5.82184e-46	1.58053e-45	3.00088e-45
H1_395_415	LHO	857009090	-3.16867e-05	-8.71717e-05	-3.79215e-05	-1.81855e-23	-1.38608e-24	-1.86621e-23	3.30929e-23	-2.99557e-23	3.26749e-24	3.41897e-24	-8.3338e-24	-8.28101e-24	2.21093e-23	3.41388e-46	1.36106e-47	4.17725e-46	1.16371e-45	1.38616e-45
H1_395_415	LHO	857009092	-3.16868e-05	-8.71718e-05	-3.79215e-05	1.36325e-23	3.69801e-23	-3.76508e-23	2.97662e-23	-3.74196e-23	-5.05201e-23	5.91453e-23	-5.82365e-23	3.92046e-23	-6.07851e-24	2.73813e-45	4.86569e-45	4.80907e-45	2.42302e-45	1.43718e-45
H1_395_415	LHO	857009094	-3.16868e-05	-8.7172e-05	-3.79215e-05	-2.08341e-23	3.01356e-23	-1.2744e-23	2.47217e-23	-6.57371e-23	-3.31787e-23	-2.53755e-23	4.67184e-23	-1.87858e-23	2.64926e-23	1.53488e-45	1.55207e-45	2.34501e-45	9.64068e-46	5.02323e-45
H1_395_415	LHO	857009096	-3.16868e-05	-8.71722e-05	-3.79215e-05	-2.91884e-23	5.89042e-24	3.77939e-24	3.14836e-23	-4.70443e-23	-2.10983e-23	-3.7455e-23	1.00827e-22	-9.93889e-23	5.10495e-23	1.2971e-45	1.43758e-45	1.01803e-44	1.08694e-44	4.81922e-45
H1_395_415	LHO	857009098	-3.16868e-05	-8.71723e-05	-3.79215e-05	1.82496e-23	-2.17714e-23	1.46686e-23	-1.20952e-23	9.81431e-24	-4.78226e-23	2.88928e-23	2.20973e-23	-3.5365e-23	3.49472e-23	2.62005e-45	1.30879e-45	7.0346e-46	1.39698e-45	1.31763e-45
H1_395_415	LHO	857009100	-3.16868e-05	-8.71725e-05	-3.79215e-05	-2.68537e-23	1.74675e-23	-2.04083e-23	3.32056e-23	-4.35368e-23	-1.03763e-23	-2.70751e-23	2.12501e-23	5.90734e-24	1.3952e-24	8.28789e-46	1.03817e-45	8.68063e-46	1.13751e-45	1.8974e-45
H1_395_415	LHO	857009102	-3.16868e-05	-8.71726e-05	-3.79215e-05	-1.28664e-24	-1.13166e-23	7.41337e-24	9.11561e-24	-4.40531e-24	-3.90711e-24	2.69106e-23	-3.04529e-24	-2.72723e-23	2.48093e-23	1.6921e-47	8.52245e-46	6.42318e-47	8.26872e-46	6.34906e-46
H1_395_415	LHO	857009104	-3.16868e-05	-8.71728e-05	-3.79215e-05	-1.13506e-23	7.94999e-24	3.3207e-23	-7.84947e-23	7.22349e-23	4.56176e-24	-5.68915e-23	7.13811e-23	-5.94378e-23	6.07153e-23	1.49646e-46	3.29985e-45	6.19797e-45	9.69426e-45	8.90423e-45
H1_395_415	LHO	857009106	-3.16868e-05	-8.7173e-05	-3.79215e-05	1.8258e-23	-3.19521e-23	-7.16002e-24	2.56942e-23	8.73412e-24	6.48837e-24	2.35626e-23	-1.85488e-24	-5.54162e-24	-1.70253e-23	3.75455e-46	1.57613e-45	5.47064e-47	6.90904e-46	3.66146e-46
H1_395_415	LHO	857009108	-3.16868e-05	-8.71731e-05	-3.79215e-05	-1.75369e-23	3.05254e-23	-2.9011e-23	-2.82358e-23	7.75867e-23	-1.49502e-24	3.78736e-24	-2.3731e-23	1.06377e-23	-5.83238e-24	3.09777e-46	9.46145e-46	1.4048e-45	9.10418e-46	6.05371e-45
H1_395_415	LHO	857009110	-3.16868e-05	-8.71733e-05	-3.79215e-05	-2.06453e-23	1.02157e-23	-4.56152e-24	-1.34605e-23	5.03625e-24	-3.0044e-24	4.10647e-24	-3.06587e-23	5.2288e-23	-2.21256e-23	4.35254e-46	1.21224e-46	9.60762e-46	2.91521e-45	5.14904e-46
H1_395_415	LHO	857009112	-3.16868e-05	-8.71734e-05	-3.79215e-05	2.63041e-24	-8.09037e-24	-5.19239e-24	4.84691e-23	-5.28011e-23	4.62917e-23	-1.42072e-23	-1.47576e-23	1.5694e-23	-9.91396e-24	2.14984e-45	2.67299e-46	2.44748e-46	2.59556e-45	2.88625e-45
H1_395_415	LHO	857009114	-3.16868e-05	-8.71736e-05	-3.79215e-05	-3.99711e-23	3.42306e-23	-2.6936e-23	3.62706e-23	-2.35574e-23	2.64307e-24	1.33808e-23	-3.31876e-23	-1.6294e-23	3.97379e-23	1.60467e-45	1.35078e-45	1.82696e-45	1.58105e-45	2.13405e-45
H1_395_415	LHO	857009116	-3.16868e-05	-8.71738e-05	-3.79215e-05	-7.35776e-23	8.27837e-23	-3.3128e-23	-1.7546e-23	-1.65858e-23	4.40705e-23	-4.71411e-23	5.52875e-23	-6.25568e-23	7.25316e-23	7.35587e-45	9.07542e-45	4.15417e-45	4.22121e-45	5.53593e-45
H1_395_415	LHO	857009118	-3.16868e-05	-8.71739e-05	-3.79215e-05	-1.91637e-23	1.1927e-23	-3.56238e-23	5.08066e-23	-3.05424e-23	1.13202e-23	-9.14578e-24	2.82072e-23	-6.65343e-24	-1.20824e-23	4.95395e-46	2.25898e-46	2.0647e-45	2.62558e-45	1.07883e-45
H1_395_415	LHO	857009120	-3.16868e-05	-8.71741e-05	-3.79215e-05	2.30007e-23	-4.17423e-24	-1.97952e-23	3.71295e-23	-3.01939e-23	-6.06719e-24	6.37646e-25	-2.14899e-24	-9.55986e-24	2.96081e-23	5.65841e-46	1.78308e-47	3.96468e-46	1.46999e-45	1.78831e-45
H1_395_415	LHO	857009122	-3.16869e-05	-8.71742e-05	-3.79215e-05	2.07237e-23	-1.02793e-23	1.1419e-23	-3.54309e-23	4.30042e-23	-1.8625e-23	1.05468e-23	7.91785e-24	-3.53295e-23	3.33434e-23	7.76362e-46	2.16901e-46	1.93087e-46	2.50352e-45	2.96114e-45
H1_395_415	LHO	857009124	-3.16869e-05	-8.71744e-05	-3.79215e-05	-7.42198e-24	-1.72183e-23	1.20008e-23	-1.27082e-23	5.97103e-24	5.18588e-23	-6.74383e-23	3.87771e-23	-1.37137e-23	1.91878e-23	2.74443e-45	4.84439e-45	1.64769e-45	3.49564e-46	4.03826e-46
H1_395_415	LHO	857009126	-3.16869e-05	-8.71746e-05	-3.79215e-05	-4.0037e-23	3.0577e-23	1.79733e-23	-3.86151e-23	1.56936e-23	4.08974e-23	-2.06234e-23	1.11195e-23	2.37113e-23	-6.54328e-23	3.27556e-45	1.36028e-45	4.46683e-46	2.05335e-45	4.52774e-45
H1_395_415	LHO	857009128	-3.16869e-05	-8.71747e-05	-3.79215e-05	-5.49457e-24	1.03235e-23	-2.81432e-23	5.82059e-23	-3.06998e-23	-1.99109e-23	2.43729e-23	-1.03491e-23	2.39948e-23	-3.22321e-23	4.26636e-46	7.00612e-46	8.99143e-46	3.96367e-45	1.98139e-45
H1_395_415	LHO	857009130	-3.16869e-05	-8.71749e-05	-3.79215e-05	2.06548e-23	-5.21451e-23	7.05815e-23	-6.10427e-23	1.4496e-23	5.83228e-24	-1.27081e-23	-7.76768e-24	3.01082e-23	-4.03479e-23	4.60635e-46	2.8806e-45	5.04208e-45	4.63272e-45	1.83809e-45
H1_395_415	LHO	857009132	-3.16869e-05	-8.7175e-05	-3.79215e-05	-4.75438e-23	3.80026e-23	-3.38835e-23	4.19035e-23	-2.04055e-23	3.24676e-23	-1.34622e-24	6.25579e-24	-1.08695e-23	-2.15205e-23	3.31456e-45	1.44601e-45	1.18723e-45	1.87405e-45	8.79515e-46
H1_395_415	LHO	857009134	-3.16869e-05	-8.71752e-05	-3.79216e-05	-1.72808e-23	2.48642e-23	-2.04327e-23	1.48609e-23	-4.22091e-24	2.46558e-23	-2.41136e-23	-1.58082e-24	1.63246e-23	-1.93633e-24	9.06533e-46	1.1997e-45	4.19992e-46	4.87339e-46	2.15654e-47
H1_395_415	LHO	857009136	-3.16869e-05	-8.71754e-05	-3.79216e-05	-1.2007e-23	1.86767e-23	-4.49706e-23	7.59378e-23	-6.45451e-23	-2.38497e-23	4.62348e-23	-4.08847e-23	-5.96985e-24	4.09207e-23	7.12979e-46	2.48648e-45	3.69392e-45	5.80219e-45	5.84057e-45
H1_395_415	LHO	857009138	-3.16869e-05	-8.71755e-05	-3.79216e-05	1.03266e-23	-5.3612e-24	1.3941e-23	-2.34148e-23	-2.23746e-23	-2.30781e-23	3.56833e-23	-6.10368e-23	4.4838e-23	-1.43484e-23	6.39236e-46	1.30204e-45	3.91984e-45	2.5587e-45	7.06498e-46
H1_395_415	LHO	857009140	-3.16869e-05	-8.71757e-05	-3.79216e-05	6.14556e-24	-2.65599e-23	1.76597e-23	-2.90517e-24	-6.16456e-24	6.26665e-23	-3.45068e-23	6.83471e-24	-3.09556e-24	-2.00673e-23	3.96486e-45	1.89615e-45	3.58578e-46	1.80225e-47	4.40699e-46
H1_395_415	LHO	857009142	-3.16869e-05	-8.71758e-05	-3.79216e-05	5.30435e-24	5.20284e-23	-3.15228e-23	1.16546e-23	7.88903e-24	1.74182e-23	-2.99165e-24	-2.44291e-24	8.14577e-24	-6.35864e-24	3.31529e-46	2.71591e-45	9.99656e-46	2.02183e-46	1.02669e-46
H1_395_415	LHO	857009144	-3.16869e-05	-8.7176e-05	-3.79216e-05	2.30735e-23	-2.10882e-23	1.52842e-23	-1.10405e-23	1.22604e-23	-5.57729e-23	-1.14472e-24	5.08559e-23	-6.03677e-23	6.1364e-23	3.643e-45	4.46024e-46	2.81993e-45	3.76616e-45	3.91586e-45
H1_395_415	LHO	857009146	-3.16869e-05	-8.71762e-05	-3.79216e-05	-7.15372e-24	-1.37716e-23	1.85205e-23	2.62266e-23	-6.36352e-23	-4.45548e-23	-1.39998e-24	2.72102e-24	1.78202e-23	2.70195e-23	2.03631e-45	1.91616e-46	3.50414e-46	1.00539e-45	4.77949e-45
H1_395_415	LHO	857009148	-3.16869e-05	-8.71763e-05	-3.79216e-05	2.34183e-27	-1.48414e-23	2.25002e-23	-1.2179e-23	-2.48644e-23	-2.54917e-23	4.06066e-23	1.87599e-23	-6.24357e-23	7.06093e-24	6.49827e-46	1.86916e-45	8.58194e-46	4.04655e-45	6.68097e-46
H1_395_415	LHO	857009150	-3.16869e-05	-8.71765e-05	-3.79216e-05	-1.31736e-23	2.24437e-23	-3.73593e-23	1.72507e-23	2.81752e-23	1.62516e-23	-5.08542e-23	4.22533e-23	-2.23307e-23	3.50959e-23	4.37659e-46	3.08987e-45	3.18106e-45	7.96247e-46	2.02557e-45
H1_395_415	LHO	857009152	-3.16869e-05	-8.71766e-05	-3.79216e-05	-4.10975e-23	-3.34846e-24	4.97111e-23	-4.98733e-23	3.964e-23	-9.35882e-27	-3.0062e-23	1.11776e-23	1.32056e-23	-1.16227e-23	1.68901e-45	9.14937e-46	2.59614e-45	2.66173e-45	1.70641e-45
H1_395_415	LHO	857009154	-3.1687e-05	-8.71768e-05	-3.79216e-05	-4.2577e-23	-1.15185e-23	3.35589e-23	-2.05415e-23	1.15472e-24	1.96078e-23	1.79962e-23	7.51415e-24	-3.73318e-23	3.38055e-23	2.19726e-45	4.5654e-46	1.18266e-45	1.81561e-45	1.14414e-45
H1_395_415	LHO	857009156	-3.1687e-05	-8.7177e-05	-3.79216e-05	-1.60218e-23	5.19616e-23	-5.84659e-23	3.10003e-23	-1.14316e-23	1.24406e-23	1.4971e-23	-2.40477e-23	2.67914e-23	-3.48141e-23	4.11466e-46	2.92414e-45	3.99655e-45	1.67879e-45	1.34271e-45
H1_395_415	LHO	857009158	-3.1687e-05	-8.71771e-05	-3.79216e-05	-1.60523e-23	1.56985e-23	-1.21703e-23	7.12808e-24	-3.12471e-23	-2.41713e-23	7.86615e-24	-2.6455e-23	7.58334e-23	-6.98315e-23	8.41927e-46	3.08319e-46	8.47985e-46	5.80151e-45	5.85282e-45
H1_395_415	LHO	857009160	-3.1687e-05	-8.71773e-05	-3.79216e-05	-3.83058e-24	2.47129e-25	-1.18626e-23	4.73817e-23	-4.90369e-23	5.21007e-23	-4.7484e-23	5.35635e-23	-3.37142e-23	-1.76184e-23	2.72915e-45	2.25479e-45	3.00977e-45	3.38167e-45	2.71502e-45
H1_395_415	LHO	857009162	-3.1687e-05	-8.71774e-05	-3.79216e-05	-1.07742e-23	2.91872e-23	-1.0886e-23	1.60212e-23	-6.8735e-24	-3.51609e-23	1.72075e-23	-1.05955e-23	1.94667e-23	-8.87908e-24	1.35237e-45	1.14799e-45	2.30769e-46	6.3563e-46	1.26083e-46
H1_395_415	LHO	857009164	-3.1687e-05	-8.71776e-05	-3.79216e-05	3.00396e-23	-4.23159e-23	3.26598e-23	-3.93673e-23	2.98182e-23	-3.34394e-23	8.69791e-24	4.8007e-23	-8.0362e-23	3.51247e-23	2.02057e-45	1.86629e-45	3.37134e-45	8.00784e-45	2.12287e-45
H1_395_415	LHO	857009166	-3.1687e-05	-8.71778e-05	-3.79216e-05	-1.91802e-23	5.31062e-24	-1.78122e-23	1.47792e-23	4.13803e-23	6.45252e-24	-7.65066e-24	-3.23949e-23	4.87224e-23	-2.48871e-24	4.09513e-46	8.67352e-47	1.36671e-45	2.59229e-45	1.71852e-45
H1_395_415	LHO	857009168	-3.1687e-05	-8.71779e-05	-3.79216e-05	-9.51844e-24	-1.98106e-24	2.78814e-23	-3.13285e-23	2.00234e-23	-5.4747e-23	5.46838e-23	-4.58885e-23	-1.55904e-23	5.85789e-23	3.08783e-45	2.99424e-45	2.88312e-45	1.22454e-45	3.83243e-45
H1_395_415	LHO	857009170	-3.1687e-05	-8.71781e-05	-3.79216e-05	-1.30716e-23	4.50713e-24	1.92699e-23	-5.16689e-23	3.44935e-23	7.17652e-24	1.71594e-23	-1.49907e-23	1.25227e-23	7.56539e-24	2.22369e-46	3.14758e-46	5.96053e-46	2.82649e-45	1.24703e-45
H1_395_415	LHO	857009172	-3.1687e-05	-8.71783e-05	-3.79216e-05	-1.242e-24	1.26427e-23	-5.47064e-23	5.5608e-23	-1.09884e-23	-8.61234e-25	-1.15719e-25	1.04286e-23	-2.31591e-23	-1.10156e-23	2.28428e-48	1.59851e-46	3.10155e-45	3.6286e-45	2.42088e-46
H1_395_415	LHO	857009174	-3.1687e-05	-8.71784e-05	-3.79216e-05	-1.30763e-23	3.01288e-23	-1.05318e-23	-4.39308e-23	3.30472e-23	1.38214e-23	-1.33101e-23	-6.58029e-24	3.89366e-23	-2.3202e-23	3.62021e-46	1.0849e-45	1.54218e-46	3.44597e-45	1.63045e-45
H1_395_415	LHO	857009176	-3.1687e-05	-8.71786e-05	-3.79216e-05	4.26837e-23	-5.01883e-23	1.41099e-23	2.99923e-23	-4.60335e-23	6.50281e-23	-4.87545e-23	3.10116e-23	1.45275e-23	-4.22482e-23	6.05055e-45	4.89586e-45	1.1608e-45	1.11059e-45	3.90399e-45
H1_395_415	LHO	857009178	-3.1687e-05	-8.71787e-05	-3.79217e-05	3.19833e-23	2.71186e-23	-5.95022e-23	6.90153e-23	-5.86794e-23	4.18768e-23	-4.86971e-24	4.92658e-25	-9.98044e-24	-2.76659e-23	2.77659e-45	7.59134e-46	3.54076e-45	4.86273e-45	4.20867e-45
H1_395_415	LHO	857009180	-3.1687e-05	-8.71789e-05	-3.79217e-05	5.752e-23	-1.13956e-23	-3.29219e-23	1.45778e-23	-7.36335e-24	7.87874e-24	4.4925e-24	-2.59177e-24	-1.95787e-24	2.1936e-23	3.37062e-45	1.50042e-46	1.09057e-45	2.16344e-46	5.35407e-46
H1_395_415	LHO	857009182	-3.1687e-05	-8.71791e-05	-3.79217e-05	5.49414e-23	-3.56409e-23	8.1148e-24	-3.53668e-23	3.2514e-23	3.52243e-23	-5.01929e-23	3.14386e-23	8.88198e-24	-7.71195e-23	4.25931e-45	3.7896e-45	1.05424e-45	1.3297e-45	7.00458e-45
H1_395_415	LHO	857009184	-3.1687e-05	-8.71792e-05	-3.79217e-05	3.95901e-23	-1.84391e-23	-3.69447e-24	-2.21519e-23	6.79301e-23	6.59021e-23	-5.55657e-23	4.51614e-23	-1.45684e-23	-1.41901e-23	5.91046e-45	3.42755e-45	2.0532e-45	7.02945e-46	4.81585e-45
H1_395_415	LHO	857009186	-3.1687e-05	-8.71794e-05	-3.79217e-05	1.51086e-23	-1.30677e-23	4.28798e-24	-2.58697e-23	6.55193e-23	3.90734e-23	-2.59695e-23	-6.36406e-24	3.34111e-23	-4.44497e-23	1.755e-45	8.45179e-46	5.8888e-47	1.78554e-45	6.26855e-45
H1_395_415	LHO	857009188	-3.16871e-05	-8.71795e-05	-3.79217e-05	3.14382e-23	5.10937e-24	-8.16909e-24	1.04142e-23	-3.13608e-23	-2.40753e-23	5.98528e-23	-7.31731e-23	9.17271e-23	-6.65256e-23	1.56798e-45	3.60847e-45	5.42104e-45	8.52232e-45	5.40916e-45
H1_395_415	LHO	857009190	-3.16871e-05	-8.71797e-05	-3.79217e-05	3.49854e-23	-6.62261e-23	4.32731e-23	-1.99091e-23	-6.52465e-24	6.74164e-23	-5.18905e-23	3.1579e-23	-3.32777e-24	-5.03899e-23	5.76895e-45	7.07852e-45	2.8698e-45	4.07446e-46	2.58171e-45
H1_395_415	LHO	857009192	-3.16871e-05	-8.71799e-05	-3.79217e-05	5.49271e-23	2.72067e-24	-2.77153e-23	4.29167e-23	-4.81417e-23	8.71319e-23	-4.16785e-23	1.4746e-23	7.45924e-24	-9.44735e-24	1.0609e-44	1.7445e-45	9.85584e-46	1.89748e-45	2.40688e-45
H1_395_415	LHO	857009194	-3.16871e-05	-8.718e-05	-3.79217e-05	1.16491e-23	3.21992e-23	-5.0844e-23	4.70332e-23	-4.51408e-23	1.2785e-23	-3.528e-23	4.40383e-23	-3.73864e-23	-1.67533e-24	2.99157e-46	2.28147e-45	4.52448e-45	3.60987e-45	2.0405e-45
H1_395_415	LHO	857009196	-3.16871e-05	-8.71802e-05	-3.79217e-05	-1.88389e-23	3.76246e-23	-3.01838e-23	1.04491e-23	6.2549e-24	-5.72641e-23	5.14844e-24	3.02893e-23	-1.54016e-23	2.54588e-23	3.63408e-45	1.44212e-45	1.8285e-45	3.46393e-46	6.87276e-46
H1_395_415	LHO	857009198	-3.16871e-05	-8.71803e-05	-3.79217e-05	1.21878e-23	-3.47561e-23	4.43451e-24	2.16008e-23	-5.81911e-23	-1.2526e-23	-1.20807e-23	4.0627e-23	-2.77571e-23	-5.81353e-24	3.05442e-46	1.35393e-45	1.67021e-45	1.23705e-45	3.42e-45
H1_395_415	LHO	857009200	-3.16871e-05	-8.71805e-05	-3.79217e-05	-6.56777e-24	3.26775e-23	-6.72664e-23	6.99589e-23	-2.20593e-23	2.09218e-24	2.41126e-23	-2.88598e-23	1.74612e-23	-1.27263e-23	4.75129e-47	1.64924e-45	5.35766e-45	5.19913e-45	6.48571e-46
H1_395_415	LHO	857009202	-3.16871e-05	-8.71807e-05	-3.79217e-05	3.11811e-23	1.27047e-23	-1.77799e-23	-3.5333e-24	4.49506e-24	-2.29391e-23	8.21121e-24	-1.3383e-23	6.79698e-24	1.21924e-23	1.49847e-45	2.28834e-46	4.9523e-46	5.86832e-47	1.6886e-46
H1_395_415	LHO	857009204	-3.16871e-05	-8.71808e-05	-3.79217e-05	5.19976e-23	-2.30461e-23	-2.31739e-24	7.46853e-24	-1.3886e-23	-7.4713e-23	5.20776e-23	-8.20802e-24	-1.47123e-23	4.38021e-23	8.28578e-45	3.24319e-45	7.2742e-47	2.72231e-46	2.11144e-45
H1_395_415	LHO	857009206	-3.16871e-05	-8.7181e-05	-3.79217e-05	-4.67273e-24	-5.69316e-24	-1.54583e-23	1.74697e-23	-1.61402e-23	-9.10373e-24	-1.63335e-23	1.89124e-23	-1.32175e-23	2.88461e-24	1.04712e-46	2.99196e-46	5.96635e-46	4.79893e-46	2.68828e-46
H1_395_415	LHO	857009208	-3.16871e-05	-8.71811e-05	-3.79217e-05	-9.26164e-24	2.9764e-23	-4.35358e-23	3.6144e-24	3.38147e-24	-1.41959e-23	1.28094e-23	1.48994e-23	-3.1821e-23	-1.28518e-23	2.87301e-46	1.04998e-45	2.11736e-45	1.02564e-45	1.76604e-46
H1_395_415	LHO	857009210	-3.16871e-05	-8.71813e-05	-3.79217e-05	3.76191e-23	-2.82779e-23	-2.61455e-23	3.31762e-23	5.01552e-24	5.09134e-23	-9.15625e-24	-4.8086e-23	8.36671e-23	-3.55975e-23	4.00736e-45	8.83479e-46	2.99585e-45	8.10085e-45	1.29234e-45
H1_395_415	LHO	857009212	-3.16871e-05	-8.71815e-05	-3.79217e-05	3.17467e-23	1.65991e-23	-1.14678e-23	-9.67437e-25	-1.05596e-23	-2.58919e-23	3.70841e-23	-4.1379e-23	2.43761e-23	-2.65507e-23	1.67824e-45	1.65076e-45	1.84373e-45	5.95128e-46	8.16447e-46
H1_395_415	LHO	857009214	-3.16871e-05	-8.71816e-05	-3.79217e-05	2.8959e-23	1.06246e-24	-3.26216e-23	3.46804e-23	-4.38044e-23	1.9837e-23	-3.59179e-23	5.69283e-23	-4.80392e-23	3.04092e-23	1.23213e-45	1.29123e-45	4.305e-45	3.51049e-45	2.84355e-45
H1_395_415	LHO	857009216	-3.16871e-05	-8.71818e-05	-3.79217e-05	5.23904e-23	6.34747e-24	-3.33424e-23	1.23047e-23	2.13398e-23	-5.21162e-24	-3.5011e-23	6.88443e-23	-6.66364e-23	3.02653e-23	2.77192e-45	1.26606e-45	5.85125e-45	4.59182e-45	1.37137e-45
H1_395_415	LHO	857009218	-3.16871e-05	-8.71819e-05	-3.79217e-05	-1.33941e-24	-2.55433e-23	-4.05232e-25	-2.69797e-23	4.79185e-23	-2.74667e-23	2.16964e-23	-7.34377e-24	1.58522e-23	-9.73591e-25	7.56215e-46	1.1232e-45	5.40952e-47	9.79197e-46	2.29713e-45
H1_395_415	LHO	857009220	-3.16871e-05	-8.71821e-05	-3.79217e-05	4.17544e-23	-1.96154e-23	-2.20335e-23	3.33823e-23	-2.01996e-23	4.08497e-23	-2.87056e-23	-2.95885e-24	1.15985e-23	-8.70979e-24	3.41213e-45	1.20878e-45	4.9423e-46	1.2489e-45	4.83885e-46
H1_395_415	LHO	857009222	-3.16871e-05	-8.71823e-05	-3.79218e-05	5.50896e-23	-3.63912e-23	1.67535e-23	-2.19027e-23	2.32097e-23	3.62751e-23	-3.63888e-24	-2.93599e-23	7.44055e-24	-6.89334e-24	4.35075e-45	1.33756e-45	1.14269e-45	5.35092e-46	5.8621e-46
H1_395_415	LHO	857009224	-3.16872e-05	-8.71824e-05	-3.79218e-05	-3.655e-23	3.30762e-23	1.90545e-25	-4.98418e-23	7.25818e-23	1.27319e-23	-1.58811e-23	-1.3301e-23	1.96402e-23	-1.80279e-23	1.498e-45	1.34624e-45	1.76953e-46	2.86995e-45	5.59313e-45
H1_395_415	LHO	857009226	-3.16872e-05	-8.71826e-05	-3.79218e-05	3.94055e-23	-1.72481e-23	-9.21397e-25	2.1691e-23	-5.20213e-24	-1.24035e-24	5.72904e-23	-6.2535e-23	5.72375e-23	-9.5641e-24	1.55433e-45	3.57969e-45	3.91148e-45	3.74663e-45	1.18534e-46
H1_395_415	LHO	857009228	-3.16872e-05	-8.71827e-05	-3.79218e-05	4.24583e-23	-3.12895e-23	2.06925e-24	1.05146e-23	-3.56195e-23	-5.32473e-23	2.71665e-23	-1.18859e-23	-3.57883e-23	5.06093e-23	4.63798e-45	1.71706e-45	1.45557e-46	1.39136e-45	3.83005e-45
H1_395_415	LHO	857009230	-3.16872e-05	-8.71829e-05	-3.79218e-05	7.66448e-24	4.38681e-24	-1.34252e-23	7.87292e-24	-5.18959e-24	3.02653e-23	-1.81193e-23	-1.54989e-23	1.99865e-23	-1.41451e-23	9.7473e-46	3.47555e-46	4.20452e-46	4.61444e-46	2.27017e-46
H1_395_415	LHO	857009232	-3.16872e-05	-8.71831e-05	-3.79218e-05	-2.33174e-23	-6.35722e-24	6.29819e-23	-2.91196e-23	-5.00271e-24	2.2115e-23	-2.99131e-23	-2.39853e-23	6.72104e-23	-3.31127e-23	1.03278e-45	9.35205e-46	4.54201e-45	5.36519e-45	1.12148e-45
H1_395_415	LHO	857009234	-3.16872e-05	-8.71832e-05	-3.79218e-05	-1.50712e-23	-7.02113e-23	1.1433e-22	-5.562e-23	-2.0927e-23	-3.90052e-24	1.20589e-23	2.52047e-23	-7.16719e-23	5.15237e-23	2.42356e-46	5.07505e-45	1.37067e-44	8.23046e-45	3.09264e-45
H1_395_415	LHO	857009236	-3.16872e-05	-8.71834e-05	-3.79218e-05	-3.41084e-23	3.4552e-23	-1.87817e-23	2.36017e-23	1.64928e-23	2.45198e-23	4.58757e-24	-2.73517e-23	1.14219e-23	-2.03707e-23	1.7646e-45	1.21489e-45	1.10087e-45	6.875e-46	6.86977e-46
H1_395_415	LHO	857009238	-3.16872e-05	-8.71836e-05	-3.79218e-05	3.21481e-23	-4.75026e-23	4.46841e-23	-4.81967e-23	5.37615e-23	-1.1545e-23	6.39942e-23	-7.84701e-23	3.04964e-23	2.73845e-23	1.16679e-45	6.35176e-45	8.15422e-45	3.25295e-45	3.64021e-45
