Dataset	Detector	GPS	dopplerX	dopplerY	dopplerZ	R1598	R1599	R1600	R1601	R1602	I1598	I1599	I1600	I1601	I1602	P1598	P1599	P1600	P1601	P1602
H1_395_415	LHO	857009240	-3.16872e-05	-8.71837e-05	-3.79218e-05	2.07425e-23	4.11286e-23	-2.31361e-23	-2.41333e-23	4.26679e-24	-7.67506e-23	4.17959e-23	-2.1715e-23	4.64313e-24	-1.41289e-23	6.32091e-45	3.43846e-45	1.00682e-45	6.03973e-46	2.1783e-46
H1_395_415	LHO	857009242	-3.16872e-05	-8.71839e-05	-3.79218e-05	1.03557e-23	-4.97208e-23	2.68263e-23	-1.16796e-23	5.12361e-23	-5.50786e-23	2.30535e-23	-1.36858e-23	2.10604e-23	2.00638e-24	3.14089e-45	3.00362e-45	9.06953e-46	5.79955e-46	2.62916e-45
H1_395_415	LHO	857009244	-3.16872e-05	-8.7184e-05	-3.79218e-05	-7.43554e-24	8.86302e-24	2.34966e-23	-3.76739e-23	1.37863e-23	-1.43813e-24	3.14389e-24	6.74216e-24	-2.08073e-23	4.85875e-23	5.73555e-47	8.84372e-47	5.97545e-46	1.85226e-45	2.55081e-45
H1_395_415	LHO	857009246	-3.16872e-05	-8.71842e-05	-3.79218e-05	-9.66373e-24	1.32766e-23	-1.29066e-23	1.94019e-23	-2.49764e-23	-1.20521e-23	1.19569e-24	2.50718e-23	-1.3795e-23	-9.13567e-24	2.38642e-46	1.77699e-46	7.95178e-46	5.66737e-46	7.07282e-46
H1_395_415	LHO	857009248	-3.16872e-05	-8.71844e-05	-3.79218e-05	2.39017e-23	-6.9812e-23	3.94136e-23	-1.00878e-24	-1.16213e-23	5.75816e-24	-7.25215e-24	-8.80734e-24	1.2831e-23	-1.5435e-23	6.04449e-46	4.92631e-45	1.631e-45	1.65653e-46	3.73293e-46
H1_395_415	LHO	857009250	-3.16872e-05	-8.71845e-05	-3.79218e-05	-2.84461e-23	5.60386e-23	-3.33855e-23	8.35172e-24	-4.53453e-24	6.81905e-23	-6.6434e-23	5.33933e-23	-7.02147e-23	5.15459e-23	5.45913e-45	7.5538e-45	3.96544e-45	4.99986e-45	2.67754e-45
H1_395_415	LHO	857009252	-3.16872e-05	-8.71847e-05	-3.79218e-05	-7.46618e-23	7.57973e-23	-7.52935e-23	6.18121e-23	-2.55417e-23	-3.99942e-23	5.52724e-23	-5.92478e-23	5.40077e-23	-2.04925e-23	7.17392e-45	8.80028e-45	9.17942e-45	6.73757e-45	1.07232e-45
H1_395_415	LHO	857009254	-3.16872e-05	-8.71848e-05	-3.79218e-05	-2.52311e-23	2.45644e-23	1.08689e-24	-2.56586e-23	7.73084e-24	-1.31219e-23	1.07294e-24	1.21584e-23	-7.94108e-24	9.71361e-24	8.08793e-46	6.0456e-46	1.49009e-46	7.21427e-46	1.5412e-46
H1_395_415	LHO	857009256	-3.16872e-05	-8.7185e-05	-3.79218e-05	2.4278e-23	-2.29564e-23	1.37473e-23	-2.66794e-23	2.56897e-23	-2.51279e-23	1.65056e-23	2.09746e-23	4.52223e-24	-4.6758e-23	1.22083e-45	7.9943e-46	6.2892e-46	7.3224e-46	2.84628e-45
H1_395_415	LHO	857009258	-3.16872e-05	-8.71852e-05	-3.79218e-05	1.39169e-23	9.05129e-24	-2.90177e-23	3.57487e-23	-2.7363e-23	2.60288e-23	-5.41333e-23	4.84383e-23	1.70516e-23	-5.84718e-23	8.71178e-46	3.01234e-45	3.18829e-45	1.56873e-45	4.16768e-45
H1_395_415	LHO	857009260	-3.16872e-05	-8.71853e-05	-3.79218e-05	-3.16658e-23	1.1401e-23	1.12904e-23	2.74165e-24	1.58887e-24	-5.21345e-23	-2.28609e-24	3.18211e-23	-1.2245e-23	7.00326e-24	3.72073e-45	1.35208e-46	1.14005e-45	1.57457e-46	5.15702e-47
H1_395_415	LHO	857009262	-3.16873e-05	-8.71855e-05	-3.79218e-05	2.89722e-23	-3.46692e-23	8.1027e-24	2.97687e-23	-4.06203e-23	-2.83542e-23	3.69685e-23	-3.99941e-24	-2.3174e-23	1.40819e-23	1.64335e-45	2.56863e-45	8.1649e-47	1.42321e-45	1.8483e-45
H1_395_415	LHO	857009264	-3.16873e-05	-8.71856e-05	-3.79219e-05	-4.09909e-23	4.80638e-23	-1.99314e-23	-1.29733e-23	2.1065e-23	-1.35393e-23	-1.7014e-23	2.13645e-23	-2.19973e-23	4.01611e-23	1.86356e-45	2.59961e-45	8.537e-46	6.52188e-46	2.05665e-45
H1_395_415	LHO	857009266	-3.16873e-05	-8.71858e-05	-3.79219e-05	-4.51984e-23	1.19546e-23	-5.24506e-24	1.19612e-23	-2.24995e-23	9.25209e-24	-1.39244e-23	3.00515e-23	-1.52459e-23	-3.65159e-24	2.1285e-45	3.36801e-46	9.30603e-46	3.75507e-46	5.19563e-46
H1_395_415	LHO	857009268	-3.16873e-05	-8.7186e-05	-3.79219e-05	-1.25215e-23	6.65622e-24	-9.73261e-24	4.17966e-23	-4.64356e-23	1.38299e-23	-1.20428e-23	4.04016e-24	1.57906e-24	2.70028e-23	3.48055e-46	1.89334e-46	1.11047e-46	1.74945e-45	2.88542e-45
H1_395_415	LHO	857009270	-3.16873e-05	-8.71861e-05	-3.79219e-05	-1.10062e-23	-3.11458e-23	6.69861e-23	-1.21419e-23	-5.45957e-23	2.38473e-23	-4.19014e-23	7.99521e-24	3.14495e-24	1.05039e-23	6.89828e-46	2.72578e-45	4.55106e-45	1.57316e-46	3.09103e-45
H1_395_415	LHO	857009272	-3.16873e-05	-8.71863e-05	-3.79219e-05	-8.10566e-24	-1.23267e-23	6.31376e-23	-3.82575e-23	1.40593e-23	-1.4946e-23	3.5725e-23	-4.46437e-24	-3.13469e-23	9.89053e-24	2.89084e-46	1.42823e-45	4.00629e-45	2.44627e-45	2.95486e-46
H1_395_415	LHO	857009274	-3.16873e-05	-8.71864e-05	-3.79219e-05	-4.26883e-23	6.41712e-24	5.35803e-24	1.32002e-23	-4.4245e-23	-1.64171e-23	9.48944e-24	-6.94054e-24	1.26401e-23	8.033e-24	2.09181e-45	1.31229e-46	7.68796e-47	3.34017e-46	2.02215e-45
H1_395_415	LHO	857009276	-3.16873e-05	-8.71866e-05	-3.79219e-05	-1.44903e-23	4.06424e-23	-3.57623e-23	4.5274e-23	-4.31206e-23	-9.23861e-24	3.91839e-24	1.48999e-23	-2.569e-23	-5.01769e-24	2.9532e-46	1.66716e-45	1.50095e-45	2.70971e-45	1.88456e-45
H1_395_415	LHO	857009278	-3.16873e-05	-8.71868e-05	-3.79219e-05	-8.49665e-24	-3.52188e-23	5.3832e-23	-5.00113e-23	2.96392e-23	-2.0288e-23	-6.19151e-24	3.66598e-25	1.43854e-23	5.27217e-24	4.83798e-46	1.2787e-45	2.89801e-45	2.70807e-45	9.06278e-46
H1_395_415	LHO	857009280	-3.16873e-05	-8.71869e-05	-3.79219e-05	-1.87644e-24	-3.76553e-24	1.69853e-23	3.30185e-23	-4.99668e-23	-7.9581e-24	2.22844e-23	-2.75451e-23	1.70579e-23	1.10897e-23	6.68525e-47	5.10774e-46	1.04723e-45	1.38119e-45	2.61966e-45
H1_395_415	LHO	857009282	-3.16873e-05	-8.71871e-05	-3.79219e-05	-3.40877e-23	3.36166e-24	2.65318e-23	-3.09841e-23	-1.90332e-24	-3.7658e-23	4.82311e-23	-2.16439e-23	-1.05786e-23	-4.11736e-24	2.5801e-45	2.33754e-45	1.17239e-45	1.07192e-45	2.05753e-47
H1_395_415	LHO	857009284	-3.16873e-05	-8.71872e-05	-3.79219e-05	4.88245e-23	-1.40182e-23	-3.84015e-24	-1.16893e-23	1.98372e-23	1.48875e-23	-2.8594e-23	4.98814e-23	-3.73951e-23	2.98185e-24	2.60547e-45	1.01413e-45	2.5029e-45	1.53504e-45	4.02407e-46
H1_395_415	LHO	857009286	-3.16873e-05	-8.71874e-05	-3.79219e-05	-2.07634e-23	-1.16212e-24	-1.93327e-23	1.50772e-23	-8.21669e-24	8.32312e-24	-1.33703e-23	-2.02467e-24	3.32829e-23	-3.76025e-23	5.00392e-46	1.80115e-46	3.77851e-46	1.33507e-45	1.48146e-45
H1_395_415	LHO	857009288	-3.16873e-05	-8.71876e-05	-3.79219e-05	-7.19448e-24	2.85484e-23	-2.54137e-23	2.58914e-23	-9.85456e-24	-1.78913e-23	4.7112e-23	-6.63172e-23	7.92793e-23	-8.0185e-23	3.71859e-46	3.03455e-45	5.04383e-45	6.95557e-45	6.52675e-45
H1_395_415	LHO	857009290	-3.16873e-05	-8.71877e-05	-3.79219e-05	3.38694e-23	-4.0458e-23	4.65098e-23	-4.03959e-23	3.93985e-23	-2.32678e-23	3.15969e-24	1.91557e-24	-7.43542e-24	5.5478e-24	1.68853e-45	1.64683e-45	2.16683e-45	1.68711e-45	1.58302e-45
H1_395_415	LHO	857009292	-3.16873e-05	-8.71879e-05	-3.79219e-05	4.89436e-23	-5.01922e-23	4.52985e-23	-5.19044e-23	5.69303e-23	-2.66364e-23	2.98992e-23	-1.02139e-23	-1.26458e-23	7.62272e-24	3.10497e-45	3.41322e-45	2.15628e-45	2.85399e-45	3.29917e-45
H1_395_415	LHO	857009294	-3.16873e-05	-8.7188e-05	-3.79219e-05	-1.73144e-23	-7.98371e-23	-6.25558e-24	1.10981e-22	-2.63814e-23	1.09661e-22	-3.00165e-23	-9.98288e-23	3.45721e-23	9.14108e-23	1.23253e-44	7.27495e-45	1.00049e-44	1.3512e-44	9.05192e-45
H1_395_415	LHO	857009296	-3.16873e-05	-8.71882e-05	-3.79219e-05	-3.45982e-23	1.18924e-22	-9.63923e-24	-8.04377e-23	-2.02473e-23	6.75785e-23	3.27198e-23	-8.30847e-23	-5.0909e-23	1.37737e-22	5.76389e-45	1.52135e-44	6.99599e-45	9.06195e-45	1.93814e-44
H1_395_415	LHO	857009298	-3.16873e-05	-8.71884e-05	-3.79219e-05	-3.68336e-24	-1.39653e-23	1.56557e-23	-1.40609e-23	1.51083e-23	6.22068e-23	-7.64905e-23	4.98513e-23	-1.47288e-23	-3.51123e-24	3.88325e-45	6.04583e-45	2.73025e-45	4.14646e-46	2.40588e-46
H1_395_415	LHO	857009300	-3.16873e-05	-8.71885e-05	-3.79219e-05	1.61829e-23	1.66155e-23	-1.86554e-23	8.25698e-24	-1.30042e-23	-3.06267e-23	3.80976e-23	1.03674e-23	-4.34673e-23	4.45302e-23	1.19988e-45	1.7275e-45	4.55505e-46	1.95759e-45	2.15204e-45
H1_395_415	LHO	857009302	-3.16873e-05	-8.71887e-05	-3.79219e-05	-4.85295e-24	-3.69437e-23	3.07805e-23	-8.96886e-24	-3.08249e-24	2.99733e-23	-4.83631e-23	-6.86437e-24	6.70034e-23	-6.20452e-23	9.2195e-46	3.70383e-45	9.94561e-46	4.56989e-45	3.85911e-45
H1_395_415	LHO	857009304	-3.16873e-05	-8.71889e-05	-3.79219e-05	-8.23405e-23	4.17009e-23	3.19168e-23	-6.1742e-24	-3.09644e-23	3.05742e-23	-3.68811e-23	2.92511e-23	-1.97245e-23	4.29097e-24	7.71473e-45	3.09918e-45	1.87431e-45	4.27177e-46	9.77207e-46
H1_395_415	LHO	857009306	-3.16874e-05	-8.7189e-05	-3.79219e-05	-2.44601e-23	-4.14233e-25	-1.06388e-23	2.25941e-23	1.31252e-24	8.89894e-24	4.75266e-23	2.80372e-24	-6.3487e-23	4.99134e-23	6.77485e-46	2.25895e-45	1.21045e-46	4.54109e-45	2.49307e-45
H1_395_415	LHO	857009308	-3.16874e-05	-8.71892e-05	-3.7922e-05	3.64553e-23	2.3396e-24	-9.69465e-24	-4.62792e-23	7.27281e-23	1.50991e-23	-3.10698e-23	-2.52293e-24	1.86712e-23	-1.94691e-23	1.55697e-45	9.70809e-46	1.00352e-46	2.49038e-45	5.66842e-45
H1_395_415	LHO	857009310	-3.16874e-05	-8.71893e-05	-3.7922e-05	1.56827e-23	-7.99756e-24	-2.17882e-23	-1.55322e-24	3.96905e-23	5.57453e-23	-1.91614e-23	1.88104e-23	-2.7224e-23	2.78253e-23	3.35349e-45	4.3112e-46	8.28558e-46	7.43558e-46	2.34958e-45
H1_395_415	LHO	857009312	-3.16874e-05	-8.71895e-05	-3.7922e-05	-1.92843e-23	4.66855e-23	-4.10882e-23	-1.31737e-24	3.98552e-23	-1.37605e-24	-2.04097e-23	-1.0023e-23	3.17672e-23	-3.83232e-23	3.73779e-46	2.59609e-45	1.7887e-45	1.01089e-45	3.05711e-45
H1_395_415	LHO	857009314	-3.16874e-05	-8.71897e-05	-3.7922e-05	-4.29617e-23	-1.25705e-23	6.36569e-23	-8.01589e-23	7.92004e-23	7.44975e-24	-3.24496e-23	3.50496e-23	-1.22757e-23	2.20532e-23	1.9012e-45	1.211e-45	5.28068e-45	6.57615e-45	6.75904e-45
H1_395_415	LHO	857009316	-3.16874e-05	-8.71898e-05	-3.7922e-05	-6.67407e-23	1.14902e-23	2.10758e-23	1.77401e-23	-6.07148e-23	1.9811e-23	-1.93573e-23	2.14837e-23	-5.70311e-25	7.37179e-24	4.8468e-45	5.06729e-46	9.05739e-46	3.15037e-46	3.74063e-45
H1_395_415	LHO	857009318	-3.16874e-05	-8.719e-05	-3.7922e-05	-2.27216e-23	2.36912e-23	-2.29012e-23	3.56832e-23	-3.62786e-23	1.6553e-23	2.09943e-23	-8.9119e-25	-1.74338e-23	-2.73178e-23	7.90272e-46	1.00203e-45	5.25259e-46	1.57723e-45	2.06239e-45
H1_395_415	LHO	857009320	-3.16874e-05	-8.71901e-05	-3.7922e-05	-1.57606e-23	5.02893e-23	-5.08785e-23	2.2834e-23	-1.64867e-23	1.86285e-24	-1.12601e-23	7.98232e-24	2.33573e-23	-2.5633e-23	2.51867e-46	2.6558e-45	2.65234e-45	1.06696e-45	9.28861e-46
H1_395_415	LHO	857009322	-3.16874e-05	-8.71903e-05	-3.7922e-05	5.29876e-24	2.17059e-26	-2.14331e-23	3.09865e-23	-7.88751e-24	-6.64438e-24	-2.03621e-23	3.96414e-23	-2.5854e-23	-9.26651e-24	7.22246e-47	4.14616e-46	2.03082e-45	1.62859e-45	1.48081e-46
H1_395_415	LHO	857009324	-3.16874e-05	-8.71905e-05	-3.7922e-05	-1.7584e-23	1.34406e-23	-4.64784e-23	4.78604e-23	-3.32232e-23	-1.94562e-26	2.85334e-23	-3.01235e-23	6.45169e-24	2.1774e-23	3.09197e-46	9.94803e-46	3.06766e-45	2.33224e-45	1.57789e-45
H1_395_415	LHO	857009326	-3.16874e-05	-8.71906e-05	-3.7922e-05	-1.77669e-23	2.03108e-23	2.87662e-25	-4.82167e-23	6.49527e-23	5.75299e-23	-6.90362e-23	3.85164e-23	-2.42926e-23	-6.92553e-25	3.62535e-45	5.17853e-45	1.48359e-45	2.91498e-45	4.21933e-45
H1_395_415	LHO	857009328	-3.16874e-05	-8.71908e-05	-3.7922e-05	1.0509e-23	2.26264e-23	-2.25957e-23	7.54145e-24	-1.5533e-23	8.19296e-23	-4.49321e-23	5.56983e-23	-1.62384e-23	8.79841e-24	6.8229e-45	2.53085e-45	3.61287e-45	3.20558e-46	3.18687e-46
H1_395_415	LHO	857009330	-3.16874e-05	-8.7191e-05	-3.7922e-05	3.26164e-23	1.73092e-24	-2.08183e-23	4.65142e-23	-4.11515e-23	-4.34967e-24	-7.87511e-23	1.04565e-22	-6.79644e-23	2.64635e-23	1.08275e-45	6.20474e-45	1.13673e-44	6.78273e-45	2.39376e-45
H1_395_415	LHO	857009332	-3.16874e-05	-8.71911e-05	-3.7922e-05	3.95998e-24	-4.10703e-23	3.61003e-23	2.8598e-24	-3.46426e-23	-5.9171e-23	5.53345e-23	-2.68376e-23	1.98718e-23	1.44178e-23	3.51688e-45	4.74868e-45	2.02349e-45	4.03067e-46	1.40798e-45
H1_395_415	LHO	857009334	-3.16874e-05	-8.71913e-05	-3.7922e-05	-1.16623e-23	2.65114e-23	-3.99314e-23	7.01227e-23	-8.54987e-23	-3.02476e-23	3.27605e-23	-2.45769e-23	4.893e-24	-1.20642e-23	1.05093e-45	1.77611e-45	2.19854e-45	4.94113e-45	7.45557e-45
H1_395_415	LHO	857009336	-3.16874e-05	-8.71914e-05	-3.7922e-05	-1.28492e-23	1.69748e-23	3.72822e-23	-4.22199e-23	4.51872e-24	-4.21619e-23	-1.64678e-23	2.41802e-23	4.59246e-24	4.90575e-24	1.94273e-45	5.59331e-46	1.97464e-45	1.80361e-45	4.44851e-47
H1_395_415	LHO	857009338	-3.16874e-05	-8.71916e-05	-3.7922e-05	-2.23049e-23	-6.38578e-23	1.08876e-22	-4.63691e-23	-3.06893e-23	-4.30605e-23	1.74962e-24	3.51635e-23	8.55141e-24	-4.09066e-23	2.35171e-45	4.08088e-45	1.30904e-44	2.22322e-45	2.61519e-45
H1_395_415	LHO	857009340	-3.16874e-05	-8.71918e-05	-3.7922e-05	2.47232e-23	-5.4864e-23	5.58398e-23	1.02147e-23	-2.66517e-23	-3.1095e-23	2.84708e-23	9.97098e-24	-2.42492e-23	-1.51819e-23	1.57814e-45	3.82064e-45	3.21751e-45	6.92362e-46	9.40802e-46
H1_395_415	LHO	857009342	-3.16874e-05	-8.71919e-05	-3.7922e-05	-1.89381e-24	-2.79701e-23	2.86785e-23	1.03195e-23	-7.5094e-24	2.21198e-23	-1.1551e-23	-2.15797e-23	-2.88334e-24	5.01771e-23	4.92871e-46	9.1575e-46	1.28814e-45	1.14806e-46	2.57413e-45
H1_395_415	LHO	857009344	-3.16874e-05	-8.71921e-05	-3.7922e-05	3.29743e-24	-7.57753e-24	5.10193e-23	-5.92726e-23	2.53857e-23	1.18321e-23	2.4987e-23	-3.21521e-23	-1.2998e-23	3.04772e-23	1.50871e-46	6.81768e-46	3.63673e-45	3.68219e-45	1.57329e-45
H1_395_415	LHO	857009346	-3.16874e-05	-8.71922e-05	-3.7922e-05	-4.8112e-24	1.43587e-23	-8.98781e-24	6.02036e-24	-1.968e-23	-6.05379e-23	3.72104e-23	-1.57281e-23	-7.69175e-25	2.47645e-23	3.68799e-45	1.59079e-45	3.28153e-46	3.68364e-47	1.00058e-45
H1_395_415	LHO	857009348	-3.16874e-05	-8.71924e-05	-3.7922e-05	-5.40845e-23	2.09451e-23	4.63304e-24	9.89956e-24	-2.37737e-23	8.455e-24	-4.03233e-23	2.35728e-23	8.66794e-24	-2.44555e-23	2.99662e-45	2.06466e-45	5.77143e-46	1.73134e-46	1.16326e-45
H1_395_415	LHO	857009350	-3.16874e-05	-8.71926e-05	-3.79221e-05	-5.47612e-23	2.28675e-23	-4.15567e-24	1.56088e-23	-3.46992e-23	-6.87117e-23	1.00246e-22	-6.29567e-23	3.30912e-23	-2.5259e-23	7.72009e-45	1.05721e-44	3.98081e-45	1.33866e-45	1.84205e-45
H1_395_415	LHO	857009352	-3.16874e-05	-8.71927e-05	-3.79221e-05	2.50972e-24	2.75461e-23	-4.72982e-23	3.58571e-23	-2.15415e-24	1.281e-24	-5.25933e-24	6.32019e-24	-2.71254e-24	-2.62284e-23	7.93965e-48	7.86448e-46	2.27706e-45	1.29309e-45	6.92571e-46
H1_395_415	LHO	857009354	-3.16875e-05	-8.71929e-05	-3.79221e-05	-1.4103e-23	-8.03626e-24	-2.59796e-23	1.49716e-23	7.94316e-24	4.40907e-23	-3.39613e-23	1.64881e-23	-3.38174e-23	3.99488e-23	2.14289e-45	1.21795e-45	9.46798e-46	1.36777e-45	1.659e-45
H1_395_415	LHO	857009356	-3.16875e-05	-8.7193e-05	-3.79221e-05	-4.21892e-23	4.59857e-23	-1.90309e-23	7.21717e-25	7.98671e-25	4.19231e-23	-1.00636e-23	-5.98697e-23	8.19111e-23	-3.3957e-23	3.53748e-45	2.21596e-45	3.94656e-45	6.70996e-45	1.15372e-45
H1_395_415	LHO	857009358	-3.16875e-05	-8.71932e-05	-3.79221e-05	4.1396e-23	-2.08543e-23	1.65986e-23	-1.31414e-24	-2.9472e-23	1.89719e-24	5.03606e-23	-3.70984e-23	1.45014e-23	-3.79976e-23	1.71723e-45	2.97109e-45	1.6518e-45	2.12019e-46	2.31242e-45
H1_395_415	LHO	857009360	-3.16875e-05	-8.71934e-05	-3.79221e-05	2.56487e-23	-2.63352e-23	-4.60974e-25	-6.87167e-24	2.01419e-23	5.27767e-23	-4.94834e-23	2.09813e-23	-4.05e-24	-1.26876e-23	3.44323e-45	3.14214e-45	4.40428e-46	6.36223e-47	5.66673e-46
H1_395_415	LHO	857009362	-3.16875e-05	-8.71935e-05	-3.79221e-05	3.27151e-23	9.54317e-24	1.70442e-23	-4.04608e-23	4.65881e-23	-2.77949e-23	6.50505e-24	-2.00355e-23	4.61549e-23	-6.42285e-23	1.84283e-45	1.33388e-46	6.91926e-46	3.76735e-45	6.29576e-45
H1_395_415	LHO	857009364	-3.16875e-05	-8.71937e-05	-3.79221e-05	-1.02576e-22	3.19828e-23	1.16955e-24	1.5037e-24	2.15253e-23	-4.09274e-23	1.82599e-23	2.63928e-24	5.39096e-24	4.11751e-24	1.21969e-44	1.35632e-45	8.33368e-48	3.13236e-47	4.80291e-46
H1_395_415	LHO	857009366	-3.16875e-05	-8.71938e-05	-3.79221e-05	-3.89991e-23	4.7049e-23	-1.78837e-23	-9.12384e-24	9.92363e-24	-3.87946e-24	-1.12038e-23	6.09806e-23	-7.3059e-23	4.91338e-23	1.53598e-45	2.33914e-45	4.03846e-45	5.42086e-45	2.51261e-45
H1_395_415	LHO	857009368	-3.16875e-05	-8.7194e-05	-3.79221e-05	-3.12744e-23	2.178e-23	-4.55436e-23	3.3543e-23	-7.02283e-24	4.70909e-24	-2.64774e-23	4.54124e-23	-2.08968e-23	-2.23389e-24	1.00026e-45	1.17542e-45	4.13651e-45	1.56181e-45	5.43105e-47
H1_395_415	LHO	857009370	-3.16875e-05	-8.71942e-05	-3.79221e-05	-5.85077e-23	6.41862e-23	-7.02441e-23	5.6614e-23	-3.13556e-23	2.89107e-23	-3.19408e-23	2.50004e-23	-8.57944e-24	-2.55209e-25	4.25898e-45	5.14009e-45	5.55925e-45	3.27875e-45	9.83236e-46
H1_395_415	LHO	857009372	-3.16875e-05	-8.71943e-05	-3.79221e-05	-8.4994e-24	1.51997e-23	-1.71716e-23	-2.99078e-24	2.21187e-23	-1.24503e-23	6.21443e-24	1.45432e-23	-3.23913e-23	4.18328e-23	2.27249e-46	2.69649e-46	5.06368e-46	1.05814e-45	2.23922e-45
H1_395_415	LHO	857009374	-3.16875e-05	-8.71945e-05	-3.79221e-05	9.7103e-24	-1.52457e-23	-1.4662e-23	1.98386e-23	-4.71507e-25	1.38726e-23	-1.35552e-24	-1.80265e-23	6.43208e-24	2.09718e-23	2.8674e-46	2.34268e-46	5.39928e-46	4.34943e-46	4.40039e-46
H1_395_415	LHO	857009376	-3.16875e-05	-8.71947e-05	-3.79221e-05	-6.76592e-23	5.14188e-23	-3.88263e-23	2.92965e-23	-8.0569e-25	1.13904e-23	1.21923e-23	-5.61815e-23	2.66532e-23	2.1939e-24	4.70752e-45	2.79255e-45	4.66385e-45	1.56868e-45	5.46233e-48
H1_395_415	LHO	857009378	-3.16875e-05	-8.71948e-05	-3.79221e-05	-1.13839e-23	2.25688e-23	3.07623e-24	-5.05524e-23	3.51452e-23	1.07571e-23	3.16348e-23	-2.08531e-23	-1.55605e-23	3.81392e-23	2.45309e-46	1.51011e-45	4.44315e-46	2.79767e-45	2.68979e-45
H1_395_415	LHO	857009380	-3.16875e-05	-8.7195e-05	-3.79221e-05	4.87573e-23	-4.17124e-23	1.01789e-23	1.01689e-23	6.27131e-24	1.41222e-23	-2.54522e-23	-1.44312e-23	4.73693e-23	-4.33821e-23	2.57671e-45	2.38774e-45	3.1187e-46	2.34726e-45	1.92133e-45
H1_395_415	LHO	857009382	-3.16875e-05	-8.71951e-05	-3.79221e-05	-2.00157e-23	2.10866e-23	9.62233e-24	1.45299e-23	-4.655e-23	-2.52436e-25	5.77944e-24	-2.12745e-23	1.30328e-23	1.83145e-23	4.00692e-46	4.78048e-46	5.45193e-46	3.80972e-46	2.50232e-45
H1_395_415	LHO	857009384	-3.16875e-05	-8.71953e-05	-3.79221e-05	-5.55818e-23	1.73453e-23	1.99647e-23	-3.63636e-23	2.64903e-24	-5.45256e-23	3.62295e-23	4.87081e-24	-1.96894e-23	-2.82714e-23	6.06239e-45	1.61343e-45	4.22313e-46	1.70998e-45	8.06289e-46
H1_395_415	LHO	857009386	-3.16875e-05	-8.71955e-05	-3.79221e-05	4.09694e-23	-1.14218e-23	-2.95735e-23	2.34459e-23	3.71886e-23	3.42802e-23	-1.01232e-24	1.32474e-23	-9.68499e-25	-1.09788e-24	2.85362e-45	1.31482e-46	1.05009e-45	5.50646e-46	1.3842e-45
H1_395_415	LHO	857009388	-3.16875e-05	-8.71956e-05	-3.79221e-05	4.76041e-23	-1.36202e-23	1.55162e-23	-2.08519e-23	-2.99877e-23	3.2282e-24	-4.24133e-23	2.3874e-23	3.14979e-23	-3.66255e-23	2.27657e-45	1.98439e-45	8.10722e-46	1.42692e-45	2.24069e-45
H1_395_415	LHO	857009390	-3.16875e-05	-8.71958e-05	-3.79221e-05	1.87963e-23	-3.50269e-23	1.25262e-23	1.21794e-23	-2.02557e-23	-3.29849e-23	2.51509e-23	2.15183e-23	-1.73262e-23	-5.33745e-23	1.44131e-45	1.85945e-45	6.19941e-46	4.48537e-46	3.25913e-45
H1_395_415	LHO	857009392	-3.16875e-05	-8.71959e-05	-3.79221e-05	-1.86551e-23	9.34015e-24	-1.23168e-23	2.93579e-24	2.45241e-23	6.04961e-23	-7.0708e-23	3.68386e-23	1.3735e-24	-2.82162e-24	4.00779e-45	5.08687e-45	1.50879e-45	1.05054e-47	6.09395e-46
H1_395_415	LHO	857009394	-3.16875e-05	-8.71961e-05	-3.79222e-05	-3.08776e-23	2.41111e-23	7.47579e-25	-1.79749e-23	1.63737e-23	9.34415e-24	1.6588e-23	-1.62025e-23	2.55418e-23	-6.01919e-23	1.04074e-45	8.56505e-46	2.63079e-46	9.75481e-46	3.89116e-45
H1_395_415	LHO	857009396	-3.16875e-05	-8.71963e-05	-3.79222e-05	-2.01525e-23	-6.61228e-24	1.00866e-23	2.45239e-23	-1.58589e-23	7.62474e-24	-2.31711e-23	-9.65363e-24	3.69986e-23	-6.40355e-24	4.64261e-46	5.80621e-46	1.94932e-46	1.97032e-45	2.92509e-46
H1_395_415	LHO	857009398	-3.16875e-05	-8.71964e-05	-3.79222e-05	-3.50846e-23	3.31767e-24	5.05694e-23	-2.52217e-23	-3.40276e-23	1.61189e-24	7.5832e-24	-1.10859e-23	-1.19059e-25	-6.28393e-24	1.23353e-45	6.85119e-47	2.68016e-45	6.36149e-46	1.19737e-45
H1_395_415	LHO	857009400	-3.16875e-05	-8.71966e-05	-3.79222e-05	3.541e-24	-3.82772e-24	5.0858e-24	3.75379e-23	-5.54268e-23	-6.05698e-23	8.71402e-23	-6.9507e-23	5.01873e-23	-2.3489e-23	3.68124e-45	7.60807e-45	4.85709e-45	3.92786e-45	3.62387e-45
H1_395_415	LHO	857009402	-3.16875e-05	-8.71967e-05	-3.79222e-05	-1.65627e-23	-2.45296e-24	1.7638e-23	1.84318e-23	-5.12372e-23	-6.254e-23	2.41357e-23	-3.77155e-23	3.80432e-23	-2.78868e-23	4.18557e-45	5.8855e-46	1.73356e-45	1.78702e-45	3.40293e-45
H1_395_415	LHO	857009404	-3.16875e-05	-8.71969e-05	-3.79222e-05	-5.29785e-23	2.77856e-23	-1.96807e-23	3.03528e-23	-5.82676e-23	4.94973e-23	-1.19602e-23	3.76444e-23	-7.34349e-23	4.58081e-23	5.2567e-45	9.15088e-46	1.80443e-45	6.31398e-45	5.4935e-45
